EmployeeID,DepartmentID,DepartmentName,RoleName,AnnualSalary,HireDate
1131,2,Marketing,Associate,41387.0,2022-03-02
1132,5,Operations,Associate,35411.0,2021-11-11
1133,1,Sales,Associate,35172.0,2021-05-17
1134,1,Sales,Associate,43619.0,2022-04-12
1135,2,Marketing,Manager,62004.0,2021-07-02
1136,5,Operations,Associate,33876.0,2020-10-12
1137,2,Marketing,Associate,29428.0,2021-05-28
1138,4,Human Resources,Manager,51280.0,2022-06-02
1140,2,Marketing,Executive,80841.0,2020-11-27
1141,5,Operations,Associate,40366.80635538272,2021-05-26
1142,5,Operations,Associate,42545.0,2020-10-02
1143,2,Marketing,Associate,50486.0,2022-08-09
1144,3,Finance,Associate,36963.0,2022-07-19
1145,3,Finance,Associate,38582.0,2022-04-21
1147,5,Operations,Executive,81989.0,2021-06-04
1148,2,Marketing,Manager,61121.0,2022-03-09
1149,3,Finance,Executive,89140.0,2021-08-02
1150,2,Marketing,Associate,35222.0,2022-09-14
1151,2,Marketing,Executive,108332.7343298129,2020-07-27
1152,5,Operations,Associate,45515.0,2020-09-25
1153,3,Finance,Manager,72281.0,2021-11-10
1154,1,Sales,Associate,34005.0,2022-09-19
1155,4,Human Resources,Associate,29255.0,2021-12-09
1156,5,Operations,Executive,83808.0,2022-10-26
1157,3,Finance,Executive,72523.0,2021-11-17
1158,2,Marketing,Associate,35039.0,2020-12-13
1159,3,Finance,Associate,41407.0,2020-10-26
1160,3,Finance,Executive,98755.0,2022-06-14
1161,2,Marketing,Associate,33993.0,2022-08-31
1162,2,Marketing,Manager,65452.0,2022-06-13
1163,2,Marketing,Associate,35431.0,2022-02-13
1164,3,Finance,Associate,37473.0,2022-05-02
1166,5,Operations,Associate,40366.80635538272,2021-03-25
1167,1,Sales,Associate,37750.0,2020-06-09
1168,3,Finance,Manager,49692.0,2021-01-02
1169,4,Human Resources,Manager,59758.390308591675,2022-01-26
1170,2,Marketing,Manager,59040.0,2020-11-09
1171,1,Sales,Executive,75188.0,2021-01-03
1172,4,Human Resources,Executive,77344.0,2021-02-09
1173,5,Operations,Associate,40516.0,2021-10-08
1174,2,Marketing,Associate,39737.42929100642,2022-01-17
1175,4,Human Resources,Associate,45654.0,2021-10-06
1176,1,Sales,Associate,40409.06051381489,2021-06-21
1177,5,Operations,Associate,41828.0,2020-05-23
1178,4,Human Resources,Associate,39548.0,2021-03-02
1179,5,Operations,Manager,73821.0,2021-01-16
1180,1,Sales,Executive,116485.21429852198,2020-07-15
1181,2,Marketing,Associate,32167.0,2020-06-14
1182,2,Marketing,Associate,44061.0,2020-08-23
1183,5,Operations,Manager,53815.0,2022-09-25
1184,5,Operations,Manager,52221.0,2021-04-30
1185,1,Sales,Manager,58701.0,2020-11-11
1186,1,Sales,Associate,34492.0,2021-10-31
1187,5,Operations,Manager,59326.31530065456,2021-04-12
1188,5,Operations,Executive,492646.0,2021-08-14
1189,4,Human Resources,Executive,65129.0,2022-02-19
1190,4,Human Resources,Manager,59758.390308591675,2021-06-16
1191,1,Sales,Manager,55819.0,2021-09-21
1192,2,Marketing,Associate,41403.0,2022-09-25
1193,1,Sales,Manager,48147.0,2020-08-01
1194,4,Human Resources,Associate,39287.0,2022-03-10
1195,4,Human Resources,Manager,59758.390308591675,2020-09-08
1196,3,Finance,Associate,41156.18296487692,2020-08-02
1197,1,Sales,Executive,116485.21429852198,2020-09-21
1198,5,Operations,Manager,78795.0,2021-07-03
1199,5,Operations,Associate,37280.0,2021-07-10
1200,2,Marketing,Executive,108332.7343298129,2021-05-26
1202,1,Sales,Associate,42073.0,2020-11-14
1203,2,Marketing,Associate,47435.0,2021-03-08
1204,3,Finance,Executive,103887.56450456612,2020-11-13
1205,4,Human Resources,Manager,75838.0,2022-06-23
1206,5,Operations,Executive,86402.0,2021-05-22
1207,2,Marketing,Executive,108332.7343298129,2020-06-19
1208,3,Finance,Executive,84354.0,2021-10-23
1209,3,Finance,Associate,34585.0,2020-12-10
1210,5,Operations,Manager,43887.0,2022-09-07
1211,2,Marketing,Manager,58070.0,2022-06-23
1212,5,Operations,Manager,56372.0,2021-01-10
1214,4,Human Resources,Manager,65990.0,2022-01-07
1215,3,Finance,Associate,41156.18296487692,2022-01-14
1216,1,Sales,Associate,38813.0,2022-01-30
1217,4,Human Resources,Associate,48464.0,2021-09-30
1218,3,Finance,Associate,38273.0,2021-06-22
1219,2,Marketing,Associate,36215.0,2020-06-05
1220,2,Marketing,Manager,72152.0,2022-10-29
1221,3,Finance,Executive,78177.0,2022-10-27
1222,2,Marketing,Executive,70499.0,2022-09-03
1224,5,Operations,Associate,34059.0,2022-03-28
1225,4,Human Resources,Executive,88108.0,2020-08-02
1226,2,Marketing,Associate,44576.0,2021-09-24
1227,1,Sales,Manager,59092.0,2021-10-16
1228,4,Human Resources,Executive,121462.44142024846,2021-03-21
1229,2,Marketing,Associate,34579.0,2022-09-21
1230,1,Sales,Associate,37094.0,2022-10-20
1231,2,Marketing,Associate,27832.0,2021-11-30
1232,1,Sales,Manager,57263.0,2021-08-27
1233,4,Human Resources,Manager,59758.390308591675,2021-08-14
1234,4,Human Resources,Executive,83806.0,2020-10-05
1235,5,Operations,Manager,43279.0,2021-03-28
1236,3,Finance,Manager,58008.88696278488,2022-12-26
1237,1,Sales,Associate,34158.0,2022-03-10
1238,3,Finance,Associate,45984.0,2021-02-14
1239,1,Sales,Associate,40409.06051381489,2021-07-31
1240,5,Operations,Manager,51015.0,2020-10-31
1241,1,Sales,Associate,34685.0,2021-01-14
1242,4,Human Resources,Associate,39589.53218248652,2020-06-13
1243,4,Human Resources,Manager,66697.0,2022-06-08
1244,3,Finance,Manager,55247.0,2020-10-26
1245,5,Operations,Executive,68693.0,2022-03-16
1246,1,Sales,Manager,47423.0,2022-06-23
1247,5,Operations,Associate,28782.0,2020-04-05
1248,1,Sales,Executive,79080.0,2022-09-16
1249,3,Finance,Associate,35415.0,2022-04-30
1250,5,Operations,Associate,39577.0,2020-07-08
1252,2,Marketing,Manager,60516.6848681298,2022-08-05
1253,5,Operations,Manager,59326.31530065456,2020-08-20
1254,5,Operations,Executive,88426.0,2022-12-17
1255,2,Marketing,Associate,28973.0,2022-04-21
1256,5,Operations,Executive,74499.0,2022-08-13
1257,2,Marketing,Manager,57941.0,2020-10-17
1258,4,Human Resources,Associate,32164.0,2022-10-26
1259,4,Human Resources,Executive,93831.0,2021-09-07
1260,4,Human Resources,Manager,51359.0,2020-12-16
1261,1,Sales,Associate,40113.0,2022-04-21
1262,5,Operations,Associate,45236.0,2020-06-25
1263,5,Operations,Executive,83430.0,2022-07-02
1264,2,Marketing,Executive,108332.7343298129,2022-11-18
1265,4,Human Resources,Associate,41383.0,2020-07-03
1266,1,Sales,Associate,38754.0,2021-05-15
1267,3,Finance,Manager,58008.88696278488,2021-08-30
1268,2,Marketing,Manager,55819.0,2022-01-21
1269,5,Operations,Manager,64164.0,2020-03-14
1270,1,Sales,Associate,37311.0,2020-06-19
1271,5,Operations,Executive,78025.0,2020-10-29
1272,5,Operations,Associate,35796.0,2022-01-14
1273,4,Human Resources,Associate,34067.0,2021-08-11
1274,4,Human Resources,Executive,61894.0,2022-04-20
1275,1,Sales,Executive,73592.0,2022-03-12
1276,1,Sales,Executive,85609.0,2020-07-26
1277,1,Sales,Executive,80351.0,2022-08-01
1278,3,Finance,Associate,41156.18296487692,2021-06-21
1279,2,Marketing,Associate,43469.0,2022-01-19
1280,3,Finance,Associate,42830.0,2021-10-28
1281,4,Human Resources,Manager,61672.0,2020-10-29
1282,1,Sales,Associate,47710.0,2020-05-31
1283,2,Marketing,Executive,89223.0,2022-01-26
1284,3,Finance,Associate,41714.0,2020-04-30
1285,4,Human Resources,Manager,59758.390308591675,2022-06-23
1286,2,Marketing,Associate,33945.0,2022-07-02
1287,2,Marketing,Manager,64208.0,2022-06-23
1288,5,Operations,Executive,83474.0,2021-08-02
1289,2,Marketing,Associate,44391.0,2022-01-08
1290,4,Human Resources,Manager,59758.390308591675,2022-09-17
1291,2,Marketing,Executive,81455.0,2022-05-29
1292,5,Operations,Manager,59231.0,2021-07-01
1293,2,Marketing,Associate,42802.0,2021-07-12
1294,4,Human Resources,Executive,76139.0,2020-08-12
1295,5,Operations,Associate,45002.0,2021-10-29
1296,4,Human Resources,Executive,87127.0,2021-07-22
1297,5,Operations,Associate,37526.0,2020-07-15
1298,3,Finance,Executive,80507.0,2020-08-22
1299,1,Sales,Manager,59571.91515860383,2021-03-31
1300,5,Operations,Executive,108747.97320453949,2020-09-09
1301,4,Human Resources,Manager,66807.0,2021-12-25
1302,1,Sales,Associate,40409.06051381489,2020-04-25
1303,5,Operations,Associate,38487.0,2020-10-05
1304,5,Operations,Executive,69401.0,2022-09-09
1305,2,Marketing,Associate,39737.42929100642,2021-07-16
1306,1,Sales,Associate,43264.0,2022-09-20
1307,2,Marketing,Executive,85124.0,2020-11-17
1308,4,Human Resources,Associate,39027.0,2022-04-10
1309,5,Operations,Manager,59326.31530065456,2022-03-08
1310,4,Human Resources,Manager,69904.0,2021-06-14
1311,3,Finance,Executive,86802.0,2020-06-16
1312,3,Finance,Manager,51944.0,2021-06-04
1313,1,Sales,Executive,77960.0,2021-06-16
1314,3,Finance,Executive,103887.56450456612,2021-02-01
1315,1,Sales,Manager,61288.0,2022-02-17
1316,4,Human Resources,Manager,57133.0,2020-07-16
1317,5,Operations,Manager,63152.0,2022-08-05
1318,1,Sales,Executive,86618.0,2021-02-13
1319,4,Human Resources,Manager,61048.0,2020-09-03
1320,5,Operations,Manager,69018.0,2021-08-05
1321,4,Human Resources,Executive,83138.0,2021-08-23
1322,5,Operations,Associate,42392.0,2020-02-17
1323,4,Human Resources,Manager,59758.390308591675,2021-06-20
1324,4,Human Resources,Associate,40151.0,2021-08-06
1325,5,Operations,Executive,81220.0,2021-07-30
1326,1,Sales,Associate,41279.0,2022-01-18
1327,4,Human Resources,Associate,35525.0,2022-04-21
1328,5,Operations,Manager,55483.0,2022-03-03
1329,1,Sales,Associate,32435.0,2020-08-18
1330,5,Operations,Associate,30115.0,2020-02-29
1331,5,Operations,Associate,41910.0,2022-01-15
1332,3,Finance,Associate,38299.0,2020-03-18
1333,5,Operations,Associate,31896.0,2022-05-27
1334,3,Finance,Associate,41156.18296487692,2021-07-31
1335,4,Human Resources,Associate,37656.0,2021-12-23
1336,2,Marketing,Manager,55674.0,2022-04-07
1337,1,Sales,Associate,33906.0,2022-03-01
1338,4,Human Resources,Associate,39589.53218248652,2021-06-24
1339,4,Human Resources,Executive,82273.0,2020-06-22
1340,4,Human Resources,Manager,64746.0,2020-11-21
1341,4,Human Resources,Associate,39589.53218248652,2021-12-11
1342,3,Finance,Associate,44170.0,2021-06-13
1343,4,Human Resources,Manager,59758.390308591675,2022-10-13
1344,5,Operations,Associate,42755.0,2021-09-26
1345,3,Finance,Associate,46694.0,2020-07-09
